,rank,name,name_link,budget,studio,total_gross,total_thea,open_gross,open_thea,open_date,close_date,Title,Year,imdbID,imdbRating,imdbVotes,Type,Website,Writer,Runtime,Response,Released,Ratings,Rated,Production,Poster,Plot,Metascore,Language,Genre,Director,DVD,Country,BoxOffice,Awards,Actors
131,163,Believe (2016),http://www.boxofficemojo.com//movies/?id=believe2016.htm,,Free,890303,638,477387.0,638.0,12/2,1/5,The Bronze,2015,tt3859304,6.0,"7,610",movie,http://sonyclassics.com/thebronze/,Melissa Rauch| Winston Rauch,100 min,True,18 Mar 2016,[{'Source': 'Internet Movie Database'| 'Value': '6.0/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '36%'}| {'Source': 'Metacritic'| 'Value': '44/100'}],R,Relativity Entertainment,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUxMzI2Mzc5Ml5BMl5BanBnXkFtZTgwODQzOTU2NzE@._V1_SX300.jpg,A foul-mouthed former gymnastics bronze medalist with local celebrity status reluctantly trains a rising Olympics aspirant.,44.0,English,Comedy| Drama,Bryan Buckley,02 Aug 2016,USA,"$614,920",1 nomination.,Melissa Rauch| Gary Cole| Thomas Middleditch| Sebastian Stan
132,102,Free State of Jones,http://www.boxofficemojo.com//movies/?id=freestateofjones.htm,$50 million,STX,20810036,2815,7572206.0,2815.0,6/24,7/28,Free State of Jones,2016,tt1124037,6.9,"35,159",movie,http://stxmovies.com/freestateofjones/,Gary Ross (screenplay by)| Leonard Hartman (story)| Gary Ross (story),139 min,True,24 Jun 2016,[{'Source': 'Internet Movie Database'| 'Value': '6.9/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '46%'}| {'Source': 'Metacritic'| 'Value': '53/100'}],R,STX Entertainment,https://images-na.ssl-images-amazon.com/images/M/MV5BMTA4NTYyMTcwNTFeQTJeQWpwZ15BbWU4MDI0NTg0MDkx._V1_SX300.jpg,A disillusioned Confederate army deserter returns to Mississippi and leads a militia of fellow deserters and women in an uprising against the corrupt local Confederate government.,53.0,English,Action| Biography| Drama,Gary Ross,20 Sep 2016,USA,,3 wins & 4 nominations.,Matthew McConaughey| Gugu Mbatha-Raw| Mahershala Ali| Keri Russell
133,104,God's Not Dead 2,http://www.boxofficemojo.com//movies/?id=godsnotdead2.htm,,PFR,20774575,2419,7623662.0,2419.0,4/1,7/21,God's Not Dead 2,2016,tt4824308,4.3,"8,187",movie,http://godsnotdeadthemovie.com/,Chuck Konzelman| Cary Solomon,120 min,True,01 Apr 2016,[{'Source': 'Internet Movie Database'| 'Value': '4.3/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '9%'}| {'Source': 'Metacritic'| 'Value': '22/100'}],PG,Pure Fix,https://images-na.ssl-images-amazon.com/images/M/MV5BMjIxNTExMDk4NF5BMl5BanBnXkFtZTgwODM0MDczNzE@._V1_SX300.jpg,"When a high school teacher is asked a question in class about Jesus, her response lands her in deep trouble.",22.0,English,Drama,Harold Cronk,16 Aug 2016,USA,,,Maria Canals-Barrera| Pat Boone| Robin Givens| Melissa Joan Hart
134,106,Middle School: The Worst Years of My Life,http://www.boxofficemojo.com//movies/?id=middleschool.htm,$8.5 million,LGF,20007149,2822,6878437.0,2822.0,10/7,12/1,Middle School: The Worst Years of My Life,2016,tt4981636,6.1,"4,707",movie,http://middleschoolmovie.com/,Chris Bowman (screenplay by)| Hubbel Palmer (screenplay by)| Kara Holden (screenplay by)| James Patterson (based on the book by)| Chris Tebbetts (based on the book by),92 min,True,07 Oct 2016,[{'Source': 'Internet Movie Database'| 'Value': '6.1/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '58%'}| {'Source': 'Metacritic'| 'Value': '51/100'}],PG,James Patterson Entertainment,https://images-na.ssl-images-amazon.com/images/M/MV5BNjQzMTczNjI0Ml5BMl5BanBnXkFtZTgwODY5MTY5OTE@._V1_SX300.jpg,"After his principal (Andy Daly) destroys his sketchbook, Rafe (Griffin Gluck) and his best friend Leo (Thomas Barbusca) decide to ""destroy his book"" and break every rule in the school's Code of Conduct.",51.0,"English, Khmer",Animation| Comedy| Family,Steve Carr,03 Jan 2017,"USA, Cambodia","$19,985,196",4 nominations.,Griffin Gluck| Lauren Graham| Alexa Nisenson| Andrew Daly
135,108,Race (2016),http://www.boxofficemojo.com//movies/?id=race2016.htm,,Focus,19206207,2387,7353922.0,2369.0,2/19,4/21,Race,2016,tt3499096,7.1,"26,197",movie,http://www.focusfeatures.com/race,Joe Shrapnel| Anna Waterhouse,134 min,True,19 Feb 2016,[{'Source': 'Internet Movie Database'| 'Value': '7.1/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '61%'}| {'Source': 'Metacritic'| 'Value': '56/100'}],PG-13,Focus Features,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3MDM1MDU2NF5BMl5BanBnXkFtZTgwMzM3OTIzNzE@._V1_SX300.jpg,"Jesse Owens' quest to become the greatest track and field athlete in history thrusts him onto the world stage of the 1936 Olympics, where he faces off against Adolf Hitler's vision of Aryan supremacy.",56.0,"English, German, French",Biography| Drama| Sport,Stephen Hopkins,31 May 2016,"Canada, Germany, France","$14,319,394",6 wins & 6 nominations.,Stephan James| Jason Sudeikis| Eli Goree| Shanice Banton
136,110,Eye in the Sky,http://www.boxofficemojo.com//movies/?id=eyeinthesky.htm,,BST,18704595,1089,113803.0,5.0,4/1,7/21,Eye in the Sky,2015,tt2057392,7.3,"62,621",movie,http://www.bleeckerstreetmedia.com/eyeinthesky,Guy Hibbert,102 min,True,01 Apr 2016,[{'Source': 'Internet Movie Database'| 'Value': '7.3/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '95%'}| {'Source': 'Metacritic'| 'Value': '73/100'}],R,Eone Films,https://images-na.ssl-images-amazon.com/images/M/MV5BNTY4Nzg5MTU0OV5BMl5BanBnXkFtZTgwMjY2MjU2NzE@._V1_SX300.jpg,"Col. Katherine Powell, a military officer in command of an operation to capture terrorists in Kenya, sees her mission escalate when a girl enters the kill zone triggering an international dispute over the implications of modern warfare.",73.0,"Somali, English",Drama| Thriller| War,Gavin Hood,28 Jun 2016,"UK, South Africa","$16,641,379",3 wins & 9 nominations.,Faisa Hassan| Aisha Takow| Armaan Haggio| Helen Mirren
137,112,Masterminds (2016),http://www.boxofficemojo.com//movies/?id=armored15.htm,,Rela.,17368022,3042,6541205.0,3042.0,9/30,11/10,Masterminds,2016,tt2461150,5.8,"35,183",movie,https://www.facebook.com/MastermindsMovie,Chris Bowman (screenplay)| Hubbel Palmer (screenplay)| Emily Spivey (screenplay)| Emily Spivey (story)| Chris Bowman (story)| Hubbel Palmer (story),95 min,True,30 Sep 2016,[{'Source': 'Internet Movie Database'| 'Value': '5.8/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '34%'}| {'Source': 'Metacritic'| 'Value': '47/100'}],PG-13,Relativity Media,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzMTY5Mzg1Ml5BMl5BanBnXkFtZTgwNTUzODUwNjE@._V1_SX300.jpg,A guard at an armored car company in the Southern U.S. organizes one of the biggest bank heists in American history. Based on the October 1997 Loomis Fargo robbery.,47.0,"English, Spanish",Action| Comedy| Crime,Jared Hess,31 Jan 2017,USA,"$17,356,894",1 nomination.,Zach Galifianakis| Kristen Wiig| Owen Wilson| Ross Kimball
138,114,The Birth of a Nation,http://www.boxofficemojo.com//movies/?id=thebirthofanation.htm,$8.5 million,FoxS,15861566,2105,7004254.0,2105.0,10/7,12/8,The Birth of a Nation,2016,tt4196450,6.3,"15,391",movie,,Nate Parker (screenplay by)| Nate Parker (story by)| Jean McGianni Celestin (story by),120 min,True,07 Oct 2016,[{'Source': 'Internet Movie Database'| 'Value': '6.3/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '72%'}| {'Source': 'Metacritic'| 'Value': '69/100'}],R,Fox Searchlight Pictures,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU5MjI3NzQxMl5BMl5BanBnXkFtZTgwMTUwNjYyOTE@._V1_SX300.jpg,"Nat Turner, a literate slave and preacher in the antebellum South, orchestrates an uprising.",69.0,English,Biography| Drama| History,Nate Parker,10 Jan 2017,"USA, Canada","$15,849,340",4 wins & 26 nominations.,Nate Parker| Armie Hammer| Penelope Ann Miller| Jackie Earle Haley
139,116,The Infiltrator,http://www.boxofficemojo.com//movies/?id=theinfiltrator.htm,,BG,15436808,1601,5303775.0,1601.0,7/13,10/6,The Infiltrator,2016,tt1355631,7.0,"51,533",movie,http://www.theinfiltrator.com/,Ellen Sue Brown (screenplay)| Robert Mazur (based on the book on),127 min,True,13 Jul 2016,[{'Source': 'Internet Movie Database'| 'Value': '7.0/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '70%'}| {'Source': 'Metacritic'| 'Value': '66/100'}],R,Broad Green Pictures,https://images-na.ssl-images-amazon.com/images/M/MV5BMTEwNzM2NjY2MTNeQTJeQWpwZ15BbWU4MDQ3MDI3Njgx._V1_SX300.jpg,A U.S. Customs official uncovers a money laundering scheme involving Colombian drug lord Pablo Escobar.,66.0,"English, Spanish",Biography| Crime| Drama,Brad Furman,11 Oct 2016,UK,"$15,425,870",,Bryan Cranston| Leanne Best| Daniel Mays| Tom Vaughan-Lawlor
140,118,Criminal (2016),http://www.boxofficemojo.com//movies/?id=criminal2015.htm,,LG/S,14708696,2683,5767278.0,2683.0,4/15,5/26,Criminal,2016,tt3014866,6.3,"43,089",movie,http://www.criminal.movie/,Douglas Cook| David Weisberg,113 min,True,15 Apr 2016,[{'Source': 'Internet Movie Database'| 'Value': '6.3/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '30%'}| {'Source': 'Metacritic'| 'Value': '36/100'}],R,Summit Entertainment,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0ODc4Mzk2OF5BMl5BanBnXkFtZTgwNDk2MDkyODE@._V1_SX300.jpg,"In a last-ditch effort to stop a diabolical plot, a dead CIA operative's memories, secrets, and skills are implanted into a death-row inmate in hopes that he will complete the operative's mission.",36.0,"English, French",Action| Crime| Drama,Ariel Vromen,26 Jul 2016,"USA, UK",N/A,N/A,Kevin Costner| Gary Oldman| Tommy Lee Jones| Ryan Reynolds
141,120,"Hello, My Name is Doris","http://www.boxofficemojo.com//movies/?id=hello,mynameisdoris.htm",,RAtt.,14444999,979,84986.0,4.0,4/1,7/28,"Hello, My Name Is Doris",2015,tt3766394,6.7,"14,281",movie,N/A,"Laura Terruso (screenplay)| Michael Showalter (screenplay)| Laura Terruso (short film ""Doris & the Intern"")",90 min,True,01 Apr 2016,[{'Source': 'Internet Movie Database'| 'Value': '6.7/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '83%'}| {'Source': 'Metacritic'| 'Value': '63/100'}],R,Red Crown Productions,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0NTM3MTI1MF5BMl5BanBnXkFtZTgwMTAzNTAzNzE@._V1_SX300.jpg,A self-help seminar inspires a sixty-something woman to romantically pursue her younger co-worker.,63.0,English,Comedy| Drama| Romance,Michael Showalter,14 Jun 2016,USA,"$14,443,077",2 wins & 10 nominations.,Sally Field| Edmund Lupinski| Norma Michaels| Stephen Root
142,122,Love & Friendship,http://www.boxofficemojo.com//movies/?id=lovefriendship.htm,,RAtt.,14016568,826,133513.0,4.0,6/3,9/22,Love & Friendship,2016,tt3068194,6.5,"18,165",movie,http://loveandfriendshipmovie.com/,"Whit Stillman| Jane Austen (based on her novella ""Lady Susan"")",90 min,True,03 Jun 2016,[{'Source': 'Internet Movie Database'| 'Value': '6.5/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '98%'}| {'Source': 'Metacritic'| 'Value': '87/100'}],PG,Westerly Films,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3NTQ2NjMwMV5BMl5BanBnXkFtZTgwOTk3Njk0ODE@._V1_SX300.jpg,"Lady Susan Vernon takes up temporary residence at her in-laws' estate and, while there, is determined to be a matchmaker for her daughter Frederica -- and herself too, naturally.",87.0,"English, French",Comedy| Drama| Romance,Whit Stillman,06 Sep 2016,"Ireland, France, Netherlands","$14,013,564",7 wins & 45 nominations.,Kate Beckinsale| Morfydd Clark| Tom Bennett| Jenn Murray
143,124,Carol,http://www.boxofficemojo.com//movies/?id=carol.htm,,Wein.,12711491,790,253510.0,4.0,1/15,3/31,Carol,2015,tt2402927,7.2,"83,032",movie,https://www.facebook.com/weinsteinco,Phyllis Nagy (screenplay)| Patricia Highsmith (novel),118 min,True,15 Jan 2016,[{'Source': 'Internet Movie Database'| 'Value': '7.2/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '94%'}| {'Source': 'Metacritic'| 'Value': '95/100'}],R,The Weinstein Company,https://images-na.ssl-images-amazon.com/images/M/MV5BMTczNTQ4OTEyNV5BMl5BanBnXkFtZTgwNDgyMDI3NjE@._V1_SX300.jpg,An aspiring photographer develops an intimate relationship with an older woman in 1950s New York.,95.0,English,Drama| Romance,Todd Haynes,15 Mar 2016,"UK, USA","$8,518,148",Nominated for 6 Oscars. Another 74 wins & 238 nominations.,Cate Blanchett| Rooney Mara| Kyle Chandler| Sarah Paulson
144,126,The Light Between Oceans,http://www.boxofficemojo.com//movies/?id=lightbetweenoceans.htm,$20 million,BV,12545979,1500,4765838.0,1500.0,9/2,11/3,The Light Between Oceans,2016,tt2547584,7.2,"33,672",movie,,Derek Cianfrance (written for the screen by)| M.L. Stedman (novel),133 min,True,02 Sep 2016,[{'Source': 'Internet Movie Database'| 'Value': '7.2/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '59%'}| {'Source': 'Metacritic'| 'Value': '60/100'}],PG-13,Dreamworks Pictures,https://images-na.ssl-images-amazon.com/images/M/MV5BNTI1NzQzMjgxOF5BMl5BanBnXkFtZTgwOTY1OTY2OTE@._V1_SX300.jpg,A lighthouse keeper and his wife living off the coast of Western Australia raise a baby they rescue from a drifting rowing boat.,60.0,English,Drama| Romance,Derek Cianfrance,24 Jan 2017,"UK, New Zealand, USA","$12,533,911",1 win & 8 nominations.,Michael Fassbender| Alicia Vikander| Rachel Weisz| Florence Clery
145,128,The Danish Girl,http://www.boxofficemojo.com//movies/?id=danishgirl.htm,,Focus,11114018,794,187318.0,4.0,1/22,3/17,The Danish Girl,2015,tt0810819,7.1,"119,513",movie,https://www.workingtitlefilms.com/films/view/film/124,David Ebershoff (book)| Lucinda Coxon (screenplay),119 min,True,22 Jan 2016,[{'Source': 'Internet Movie Database'| 'Value': '7.1/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '68%'}| {'Source': 'Metacritic'| 'Value': '66/100'}],R,Focus Features,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA0NjA4NjE2Nl5BMl5BanBnXkFtZTgwNzIxNTY2NjE@._V1_SX300.jpg,A fictitious love story loosely inspired by the lives of Danish artists Lili Elbe and Gerda Wegener. Lili and Gerda's marriage and work evolve as they navigate Lili's groundbreaking journey as a transgender pioneer.,66.0,"English, French, German",Biography| Drama| History,Tom Hooper,01 Mar 2016,"UK, USA, Germany, Denmark, Belgium",N/A,Won 1 Oscar. Another 30 wins & 73 nominations.,Alicia Vikander| Eddie Redmayne| Tusse Silberg| Adrian Schiller
146,130,Pride and Prejudice and Zombies,http://www.boxofficemojo.com//movies/?id=prideprejudicezombies.htm,$28 million,SGem,10938134,2931,5324240.0,2931.0,2/5,3/3,The Darkness,2016,tt1878841,4.4,"9,764",movie,,Greg McLean| Shayne Armstrong| Shane Krause,92 min,True,13 May 2016,[{'Source': 'Internet Movie Database'| 'Value': '4.4/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '3%'}| {'Source': 'Metacritic'| 'Value': '27/100'}],PG-13,,https://images-na.ssl-images-amazon.com/images/M/MV5BMjIxMTg2NjAyMV5BMl5BanBnXkFtZTgwNDE5ODIxODE@._V1_SX300.jpg,"A family unknowingly awakens an ancient supernatural entity on a Grand Canyon vacation, and must fight for survival when it follows them home.",27.0,English,Horror| Thriller,Greg McLean,06 Sep 2016,USA,"$10,732,841",,Kevin Bacon| Radha Mitchell| David Mazouz| Lucy Fry
147,132,Nocturnal Animals,http://www.boxofficemojo.com//movies/?id=nocturnalanimals.htm,,Focus,10663357,1262,492648.0,37.0,12/9,1/26,The Lady in the Van,2015,tt3722070,6.7,"18,348",movie,N/A,Alan Bennett (screenplay)| Alan Bennett (memoir),104 min,True,26 Feb 2016,[{'Source': 'Internet Movie Database'| 'Value': '6.7/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '89%'}| {'Source': 'Metacritic'| 'Value': '70/100'}],PG-13,Sony Pictures,https://images-na.ssl-images-amazon.com/images/M/MV5BOTY0MjM3NTQyOF5BMl5BanBnXkFtZTgwMzcwNjUxNzE@._V1_SX300.jpg,A man forms an unexpected bond with a transient woman living in her van that's parked in his driveway.,70.0,"English, French",Biography| Comedy| Drama,Nicholas Hytner,19 Apr 2016,UK,N/A,Nominated for 1 Golden Globe. Another 1 win & 5 nominations.,Maggie Smith| Jim Broadbent| Clare Hammond| George Fenton
148,134,The Perfect Match,http://www.boxofficemojo.com//movies/?id=theperfectmatch.htm,,LGF,9669521,925,4294232.0,925.0,3/11,4/28,Popstar: Never Stop Never Stopping,2016,tt3960412,6.7,"36,274",movie,http://www.popstarmovie.com/,Andy Samberg| Akiva Schaffer| Jorma Taccone,87 min,True,03 Jun 2016,[{'Source': 'Internet Movie Database'| 'Value': '6.7/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '78%'}| {'Source': 'Metacritic'| 'Value': '68/100'}],R,Universal Pictures,https://images-na.ssl-images-amazon.com/images/M/MV5BMjMxMzk2ODI4N15BMl5BanBnXkFtZTgwNzgzNzQ5ODE@._V1_SX300.jpg,"When it becomes clear that his solo album is a failure, a former boy band member does everything in his power to maintain his celebrity status.",68.0,English,Comedy| Music,Akiva Schaffer| Jorma Taccone,13 Sep 2016,USA,,1 win & 6 nominations.,Andy Samberg| Jorma Taccone| Akiva Schaffer| Sarah Silverman
149,136,Hardcore Henry,http://www.boxofficemojo.com//movies/?id=hardcorehenry.htm,,STX,9252038,3015,5107604.0,3015.0,4/8,5/12,Meet the Blacks,2016,tt4191580,5.9,"19,384",movie,http://meettheblacksmovie.com,Nicole DeMasi| Deon Taylor,94 min,True,01 Apr 2016,[{'Source': 'Internet Movie Database'| 'Value': '5.9/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '13%'}| {'Source': 'Metacritic'| 'Value': '26/100'}],R,Hidden Empire Film Group,https://images-na.ssl-images-amazon.com/images/M/MV5BMzAxNDY3ODk3MF5BMl5BanBnXkFtZTgwMjYwNDA5NzE@._V1_SX300.jpg,"As Carl Black gets the opportunity to move his family out of Chicago in hope of a better life, their arrival in Beverly Hills is timed with that city's annual purge, where all crime is legal for twelve hours.",26.0,English,Comedy| Horror,Deon Taylor,,USA,,,Mike Epps| Gary Owen| Zulay Henao| Bresha Webb
150,138,Queen of Katwe,http://www.boxofficemojo.com//movies/?id=queenofkatwe.htm,$15 million,BV,8874389,1259,304933.0,52.0,9/30,1/5,Ratchet & Clank,2016,tt2865120,5.6,"7,717",movie,http://www.ratchetandclankmovie.com/,T.J. Fixman| Kevin Munroe| Gerry Swallow| Brian Allgeier (video games)| Brian Hastings (video games)| Alex Hastings (video games),94 min,True,29 Apr 2016,[{'Source': 'Internet Movie Database'| 'Value': '5.6/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '17%'}| {'Source': 'Metacritic'| 'Value': '29/100'}],PG,Focus Features,https://images-na.ssl-images-amazon.com/images/M/MV5BNDMxMjkzOTEzOV5BMl5BanBnXkFtZTgwNDExNjk5NzE@._V1_SX300.jpg,"When the galaxy comes under the threat of a nefarious space captain, a mechanic and his newfound robot ally join an elite squad of combatants to save the universe.",29.0,English,Animation| Action| Adventure,Kevin Munroe| Jericca Cleland(co-director),23 Aug 2016,"Hong Kong, Canada, USA",N/A,6 nominations.,Paul Giamatti| John Goodman| Bella Thorne| Rosario Dawson
151,140,The Wild Life (2016),http://www.boxofficemojo.com//movies/?id=thewildlife2016.htm,,LG/S,8005586,2493,3342696.0,2493.0,9/9,10/13,Shut In,2016,tt2582500,4.7,"7,761",movie,http://www.shutinmovie.com/,Christina Hodson,91 min,True,11 Nov 2016,[{'Source': 'Internet Movie Database'| 'Value': '4.7/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '8%'}| {'Source': 'Metacritic'| 'Value': '25/100'}],PG-13,EuropaCorp,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM3MTAyMTE2MV5BMl5BanBnXkFtZTgwMzY5MzM0MDI@._V1_SX300.jpg,"A heart-pounding thriller about a widowed child psychologist who lives an isolated existence in rural New England. Caught in a deadly winter storm, she must find a way to rescue a young boy before he disappears forever.",25.0,English,Drama| Horror| Thriller,Farren Blackburn,28 Feb 2017,"France, Canada","$6,883,951",1 nomination.,Naomi Watts| Oliver Platt| Charlie Heaton| Jacob Tremblay
152,142,The Brothers Grimsby,http://www.boxofficemojo.com//movies/?id=grimsby.htm,,Sony,6874837,2235,3258327.0,2235.0,3/11,4/14,The Young Messiah,2016,tt1002563,5.5,"2,456",movie,http://www.theyoungmessiah.com/,Anne Rice (novel)| Betsy Giffen Nowrasteh (screenplay)| Cyrus Nowrasteh (screenplay),111 min,True,11 Mar 2016,[{'Source': 'Internet Movie Database'| 'Value': '5.5/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '46%'}| {'Source': 'Metacritic'| 'Value': '33/100'}],PG-13,Focus Features,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4NzM3NzczMF5BMl5BanBnXkFtZTgwMzM0NjkwNzE@._V1_SX300.jpg,"Tells the story of Jesus Christ at age seven as he and his family depart Egypt to return home to Nazareth. Told from his childhood perspective, it follows young Jesus as he grows into his religious identity.",33.0,English,Drama| Fantasy,Cyrus Nowrasteh,14 Jun 2016,USA,,,Adam Greaves-Neal| Sara Lazzaro| Vincent Walsh| Finn Ireland
153,144,Southside with You,http://www.boxofficemojo.com//movies/?id=southsidewithyou.htm,,RAtt.,6304223,897,2868403.0,813.0,8/26,11/3,Bleed for This,2016,tt1620935,6.8,"16,184",movie,http://bleedforthisfilm.com/,Ben Younger (screenplay by)| Ben Younger (story by)| Pippa Bianco (story by)| Angelo Pizzo (story by),117 min,True,18 Nov 2016,[{'Source': 'Internet Movie Database'| 'Value': '6.8/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '70%'}| {'Source': 'Metacritic'| 'Value': '62/100'}],R,Open Road Films,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwNzgyNTUxMF5BMl5BanBnXkFtZTgwNzc0ODc1OTE@._V1_SX300.jpg,"The inspirational story of World Champion Boxer Vinny Pazienza who, after a near fatal car crash which left him not knowing if he'd ever walk again, made one of sport's most incredible comebacks.",62.0,"English, French",Biography| Drama| Sport,Ben Younger,14 Feb 2017,USA,"$5,051,927",1 win.,Miles Teller| Aaron Eckhart| Katey Sagal| Ciarán Hinds
154,146,Incarnate,http://www.boxofficemojo.com//movies/?id=untitledbhtilthorror2.htm,$5 million,BH Tilt,4799774,1737,2534884.0,1737.0,12/2,12/29,Hands of Stone,2016,tt1781827,6.6,"10,235",movie,,Jonathan Jakubowicz,111 min,True,26 Aug 2016,[{'Source': 'Internet Movie Database'| 'Value': '6.6/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '45%'}| {'Source': 'Metacritic'| 'Value': '54/100'}],R,Fuego Films,https://images-na.ssl-images-amazon.com/images/M/MV5BMjQxNzE4ODU1Nl5BMl5BanBnXkFtZTgwMDA4Njk0ODE@._V1_SX300.jpg,The legendary Roberto Duran and his equally legendary trainer Ray Arcel change each other's lives.,54.0,"English, Spanish",Action| Biography| Drama,Jonathan Jakubowicz,22 Nov 2016,"Panama, USA","$4,711,216",,Edgar Ramírez| Robert De Niro| Usher Raymond| Rubén Blades
155,148,Swiss Army Man,http://www.boxofficemojo.com//movies/?id=swissarmyman.htm,,A24,4210454,636,105453.0,3.0,7/1,9/29,Denial,2016,tt4645330,6.6,"11,394",movie,http://www.bleeckerstreetmedia.com/denial,"David Hare (screenplay by)| Deborah Lipstadt (based on the book ""History on Trial: My Day in Court with a Holocaust Denier"" by)",109 min,True,21 Oct 2016,[{'Source': 'Internet Movie Database'| 'Value': '6.6/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '82%'}| {'Source': 'Metacritic'| 'Value': '63/100'}],PG-13,Participant Media,https://images-na.ssl-images-amazon.com/images/M/MV5BMjMzODExNDEzMl5BMl5BanBnXkFtZTgwMDg3NjIyOTE@._V1_SX300.jpg,"Acclaimed writer and historian Deborah E. Lipstadt must battle for historical truth to prove the Holocaust actually occurred when David Irving, a renowned denier, sues her for libel.",63.0,"English, German, Hebrew",Biography| Drama,Mick Jackson,03 Jan 2017,"UK, USA","$4,060,197",Nominated for 1 BAFTA Film Award. Another 2 nominations.,Rachel Weisz| Tom Wilkinson| Timothy Spall| Andrew Scott
156,150,Morgan,http://www.boxofficemojo.com//movies/?id=morgan.htm,$8 million,Fox,3915251,2020,2012709.0,2020.0,9/2,10/6,Max Steel,2016,tt1472584,4.6,"13,823",movie,http://www.maxsteelfilm.com/,Christopher Yost,92 min,True,14 Oct 2016,[{'Source': 'Internet Movie Database'| 'Value': '4.6/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '0%'}| {'Source': 'Metacritic'| 'Value': '22/100'}],PG-13,Open Road Films,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk2MTMwOTk3N15BMl5BanBnXkFtZTgwMDI5OTYxMDI@._V1_SX300.jpg,"The adventures of teenager Max McGrath and his alien companion, Steel, who must harness and combine their tremendous new powers to evolve into the turbo-charged superhero Max Steel.",22.0,English,Action| Adventure| Family,Stewart Hendler,10 Jan 2017,"UK, USA","$3,771,397",,Ben Winchell| Josh Brener| Maria Bello| Andy Garcia
157,152,Batman: The Killing Joke,http://www.boxofficemojo.com//movies/?id=batmankillingjoke.htm,,Fathom,3775000,1325,,,7/25,7/26,Rules Don't Apply,2016,tt1974420,5.7,"5,429",movie,http://www.foxmovies.com/movies/rules-dont-apply,Warren Beatty (screenplay by)| Warren Beatty (story by)| Bo Goldman (story by),127 min,True,23 Nov 2016,[{'Source': 'Internet Movie Database'| 'Value': '5.7/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '55%'}| {'Source': 'Metacritic'| 'Value': '60/100'}],PG-13,20th Century Fox,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc0MTk4MTI1M15BMl5BanBnXkFtZTgwOTIxMDQ0MDI@._V1_SX300.jpg,"The unconventional love story of an aspiring actress, her determined driver, and their boss, eccentric billionaire Howard Hughes.",60.0,English,Comedy| Drama| Romance,Warren Beatty,28 Feb 2017,USA,"$3,647,836",Nominated for 1 Golden Globe. Another 3 wins & 9 nominations.,Steve Tom| Paul Sorvino| Peter Mackenzie| Ivar Brogger
158,154,Miss Sloane,http://www.boxofficemojo.com//movies/?id=misssloane.htm,,EC,3500605,1648,59797.0,3.0,12/9,1/2,Green Room,2015,tt4062536,7.0,"70,235",movie,http://greenroom-movie.com/,Jeremy Saulnier,95 min,True,13 May 2016,[{'Source': 'Internet Movie Database'| 'Value': '7.0/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '90%'}| {'Source': 'Metacritic'| 'Value': '79/100'}],R,A24 Films,https://images-na.ssl-images-amazon.com/images/M/MV5BMjU1ODQ5NzA0N15BMl5BanBnXkFtZTgwMDg5MTA5NzE@._V1_SX300.jpg,A punk rock band is forced to fight for survival after witnessing a murder at a neo-Nazi skinhead bar.,79.0,English,Crime| Horror| Thriller,Jeremy Saulnier,12 Jul 2016,USA,"$3,219,029",8 wins & 24 nominations.,Anton Yelchin| Joe Cole| Alia Shawkat| Callum Turner
